105年度股票交易量值統計表,,,,,
2702,華園,"185,517,882","11,212,839",16.42,11.72
,HG,,,,
2704,國賓,"833,533,309","32,942,477",25.57,8.98
,AMBH,,,,
2705,六福,"778,877,826","82,501,513",9.13,24.77
,LEOFOO,,,,
2706,第一店,"900,145,951","49,039,901",17.73,11.23
,First Hotel,,,,
2707,晶華酒店,"13,931,540,805","72,821,824",189.34,57.47
,GFRT,,,,
2712,遠雄來,"100,661,271","3,924,797",25.6,3.73
,FGH,,,,
2722,夏都,"153,659,541","3,573,313",43.09,3.56
,Chateau,,,,
2723,美食-KY,"21,633,600,263","80,270,283",273.58,55.79
,Gourmet,,,,
2727,王品,"14,300,113,373","108,466,387",130.07,140.88
,WOWPRIME,,,,
2731,雄獅旅遊,"4,015,464,187","41,663,819",90.62,59.51
,Liontravel,,,,
2739,寒舍,"1,163,836,136","27,642,333",37.32,24.78
,My Humble House,,,,
2748,雲品,"399,476,725","7,791,683",48.99,11.87
,FDC,,,,
5706,鳳凰旅遊,"661,804,331","17,062,339",37.63,26.63
,PHX TOUR,,,,
8940,新天地,"240,056,356","14,799,710",15.13,21.93
,New Palace,,,,
9943,好樂迪,"4,152,038,865","78,211,519",51.49,53.11
,Holiday,,,,
17,金融保險類,,,,
,Finance and Insurance,,,,
2801,彰銀,"30,208,108,510","1,828,648,413",16.41,21.08
,C.H.B,,,,
2809,京城銀,"8,988,163,157","377,512,702",23.97,32.57
,KTB,,,,
2812,台中商銀,"4,391,638,471","480,035,364",9.12,14.95
,TCCB,,,,
2816,旺旺保險,"1,142,009,775","77,032,729",13.29,36.18
,UNION INS.,,,,
2820,華票,"4,557,093,342","369,774,308",12.34,27.52
,CBF,,,,
2823,中國人壽,"85,234,263,279","3,109,076,166",26.7,91.01
,CHINA LIFE,,,,
2832,台灣產物,"664,811,019","33,335,087",19.8,9.2
,TFMI,,,,
2834,台灣企銀,"13,270,267,995","1,616,389,643",8.19,28.01
,TBB,,,,
2836,高雄銀行,"1,096,880,836","122,947,944",8.88,15.43
,B.O.K,,,,
2838,聯邦銀行,"1,039,446,868","116,641,806",8.92,4.47
,UBOT,,,,
2845,遠東商銀,"4,181,456,609","451,239,748",9.25,14.73
,FEIB,,,,
2847,大眾商銀,"1,872,512,957","145,594,949",12.84,5.22
,TC Bank,,,,
2849,安泰商銀,"849,571,105","60,670,179",13.66,4.03
,ETB,,,,
2850,新光產險,"1,419,655,897","58,013,907",23.94,18.37
,SK Insurance,,,,
2851,中再保,"379,874,543","26,085,023",14.28,4.64
,C.R.C.,,,,
2852,第一保,"1,016,665,739","83,384,215",11.68,27.7
,First Ins.,,,,
2855,統一證券,"1,762,522,529","146,069,911",12.12,11.02
,PSC,,,,
2856,元富證券,"1,609,980,098","185,005,326",8.66,11.57
,ML,,,,
2867,三商壽,"9,135,869,805","566,000,726",15.85,34.71
,Mercuries Life,,,,
2880,華南金,"35,005,800,065","2,170,610,945",16.04,21.3
,HNFHC,,,,
2881,富邦金,"237,265,236,195","5,738,305,398",41.94,56.06
,Fubon Financial,,,,
2881A,富邦特,"6,082,426,739","100,167,203",60.67,16.69
,"Fubon Financial Holdding Go.,Ltd.Preferred Stock A",,,,
2882,國泰金,"238,806,725,815","6,048,002,347",39.17,48.16
,Cathay Holdings,,,,
2883,開發金,"44,425,713,983","5,595,539,163",7.95,37.11
,CDIBH,,,,
2884,玉山金,"76,457,867,910","4,270,510,357",17.99,51.55
,E.SUN FHC,,,,
2885,元大金,"72,937,108,076","6,595,539,790",11.13,55.97
,Yuanta Group,,,,
2886,兆豐金,"122,583,124,742","5,400,778,519",22.82,39.71
,MEGA FHC,,,,
2887,台新金,"54,773,537,201","4,647,624,894",11.76,51.03
,TSFHC,,,,
2888,新光金,"46,183,333,945","6,590,123,611",6.74,64.42
,SKFHC,,,,
2889,國票金,"3,978,169,163","503,229,163",7.88,18.53
,Waterland Holdings,,,,
2890,永豐金控,"36,690,833,832","3,898,081,287",9.35,37.57
,SINOPACHOLDINGS,,,,
2891,中信金,"170,802,502,990","10,001,368,536",17.05,54.49
,Chinatrust Group,,,,
2891A,中信特,"2,201,338","61,009",36.09,0.11
,CTBC-PSA,,,,
2892,第一金,"81,381,546,508","4,963,591,232",16.31,42.56
,FFHC,,,,
5880,合庫金控,"31,550,027,875","2,237,279,419",14.06,19.59
,TCFHC,,,,
6005,群益證,"4,101,814,398","470,940,554",8.53,20.72
,CSC,,,,
18,貿易百貨類,,,,
,Trading and Consumers' Goods,,,,
2601,益航,"2,274,448,116","274,509,049",8.07,73.25
,FSC,,,,
2614,東森,"3,434,988,037","481,857,119",6.54,69.24
,EMIC,,,,
2901,欣欣大眾,"175,953,884","6,797,853",25.91,9.32
,Shin Shin,,,,
2903,遠東百貨,"7,483,838,833","440,100,219",16.89,31.04
,FEDS,,,,
2905,三商,"3,516,867,161","172,033,808",19.8,24.57
,MERCURIES HOLDING,,,,
2906,高林實業,"187,260,649","16,369,006",11.28,7.74
,Collins,,,,
2908,特力,"2,964,413,517","148,670,144",19.66,29.17
,Test Rite,,,,
2910,統領百貨,"61,282,410","2,280,377",24.46,1.1
,TONLIN,,,,
2911,麗嬰房,"1,677,036,628","114,543,642",13.63,55.96
,LES,,,,
2912,統一超商,"69,780,442,894","294,736,741",237.69,28.34
,PCSC,,,,
2913,臺灣農林,"6,783,278,071","456,266,711",14.64,64.57
,TTC,,,,
2915,潤泰全球,"47,243,019,060","911,192,585",51.45,96.78
,RUENTEX IND. LTD,,,,
2929,淘帝-KY,"21,759,851,382","161,231,342",134.62,268.37
,TOPBI,,,,
2936,客思達-KY,"1,938,607,255","48,089,541",39.05,62.82
,COASTER,,,,
5907,大洋-KY,"2,566,450,679","105,964,317",23.8,53.02
,GORG,,,,
8429,金麗-KY,"19,516,574,014","365,519,244",51.95,266
,Jinli,,,,
8443,阿瘦,"377,857,120","18,963,011",20.48,28.41
,ASO,,,,
8454,富邦媒,"5,065,255,733","23,766,090",210.33,16.73
,momo,,,,
21,化學工業類,,,,
,Chemical,,,,
1316,上曜,"461,714,682","41,745,086",10.76,24.56
,SUN YAD,,,,
1704,榮化,"39,641,627,583","1,079,525,575",37.08,126.38
,LCYCIC,,,,
1708,東?,"3,363,377,170","118,581,900",27.49,63.59
,Sesoda,,,,
1709,和益化工,"3,718,635,903","222,128,974",16.37,51.2
,FUCC,,,,
1710,東聯化學,"8,633,475,591","401,291,209",20.53,45.3
,OUCC,,,,
1711,永光化學,"3,939,905,908","191,327,563",20.34,35.96
,EVERLIGHT,,,,
1712,興農,"2,460,959,339","169,900,261",14.43,49.24
,Sinon,,,,
1713,國泰化工,"154,769,317","10,233,478",15.13,6.77
,Cathay Chemical,,,,
1714,和桐化學,"3,079,302,148","400,452,594",7.41,41.2
,HO TUNG,,,,
1717,長興,"5,795,623,064","173,899,699",33.1,16.18
,ETERNAL,,,,
1718,中國人纖,"8,589,176,219","1,064,233,210",7.83,76.3
,CMFC,,,,
1721,三晃,"3,417,942,666","225,038,437",14.41,108.76
,Sunko Ink,,,,
1722,台灣肥料,"16,516,868,246","379,702,668",43.02,38.74
,Taiwan Fertilizer,,,,
1723,中鋼碳素,"10,365,431,956","94,490,215",108.8,39.88
,CSCC,,,,
1724,台硝,"447,028,679","26,686,558",16.26,20.91
,T.N.C.,,,,
1725,元禎,"68,499,548","4,990,021",13.54,2.74
,YJE,,,,
1726,永記造漆,"1,198,666,936","15,920,635",75.58,9.84
,YCP,,,,
1727,中華化,"284,046,363","21,205,222",13.22,19.22
,CHCIW,,,,
1730,花仙子,"1,366,510,052","37,197,769",36.81,65.76
,FARCENT,,,,
1732,毛寶,"698,095,848","51,029,610",13.29,120.24
,Mao Bao,,,,
1735,日勝化工,"569,407,257","42,365,247",12.65,42.62
,EMC,,,,
1773,勝一化工,"1,154,261,411","24,940,861",45.62,16.62
,SHINY,,,,
1776,展宇科技,"621,461,369","25,091,430",22.9,36.08
,Headway,,,,
3708,上緯投控,"6,599,016,784","75,104,236",85.37,82.68
,Swancor,,,,
4720,德淵企業,"223,714,289","14,035,202",15.96,16.95
,TEX YEAR,,,,
4722,國精化學,"4,380,008,821","125,001,733",34.89,131.24
,QPC,,,,
4725,信昌化工,"4,932,677,780","276,097,571",15.3,94.56
,TPCC,,,,
4733,上緯,"45,535,018,827","330,573,066",133.75,376.52
,SWANCOR,,,,
4755,三福化,"585,231,105","19,829,628",27.21,22.06
,SAN FU,,,,
4763,材料-KY,"4,499,615,848","40,386,617",110.45,86.89
,ACE,,,,
22,生技醫療類,,,,
,Biotechnology & Medical Care,,,,
1598,岱宇,"801,074,066","18,459,458",41,19.86
,Dyaco,,,,
1701,中國化學,"1,538,595,323","81,675,010",18.54,27.39
,CCPC,,,,
1707,葡萄王,"50,805,310,197","236,829,726",215.79,181.72
,Grape King,,,,
1720,生達化學,"2,898,186,971","84,692,677",33.5,47.4
,S.C.P.C,,,,
1729,必翔,"8,306,412,839","120,158,096",69.2,65.01
,Pihsiang,,,,
1731,美吾華,"1,536,486,024","103,611,388",13.55,77.97
,Maywufa,,,,
1733,五鼎,"3,912,507,579","82,001,269",45.15,82.57
,ApexBio,,,,
1734,杏輝藥品,"1,934,814,233","68,665,979",26.9,42.27
,SINPHAR,,,,
1736,喬山,"2,559,021,581","51,737,749",48.92,17.03
,JHT,,,,
1762,中化合成,"2,632,344,018","72,978,753",32.67,94.1
,CCSB,,,,
1783,和康生,"1,367,402,905","56,477,186",23.28,79.71
,MBI,,,,
1786,科妍,"3,422,015,431","59,251,369",54.98,110.75
,SVBI,,,,
1789,台灣神隆,"15,323,957,261","328,479,450",44.25,44.51
,SPT,,,,
3164,景岳生技,"987,708,466","41,450,489",22.45,46.62
,GenMont,,,,
3705,永信,"2,103,503,667","44,307,946",47.2,16.63
,Y.S.H.,,,,
4104,佳醫,"3,724,610,228","75,295,010",48.46,61.09
,EXCELSIOR,,,,
4106,雃博,"4,831,005,863","120,730,484",37.44,144.79
,APEX,,,,
4108,懷特,"22,070,923,272","593,319,665",32.77,362.61
,PhytoHealth,,,,
4119,旭富,"27,042,136,886","321,671,372",82.46,420.43
,SCI,,,,
4133,亞諾法,"1,893,241,101","53,379,049",33.81,91.53
,Abnova,,,,
4137,麗豐-KY,"68,570,852,786","328,687,875",200.93,413.48
,CHLITINA,,,,
4141,龍燈-KY,"6,786,044,926","174,941,723",36.42,115.16
,Rotam,,,,
4142,國光生技,"4,847,070,069","201,441,738",23.25,84.78
,ADIM,,,,
4144,康聯-KY,"2,260,508,747","46,825,853",47.82,59.93
,Coland,,,,
4164,承業生醫,"2,281,250,769","45,056,682",49.68,32.24
,CHC,,,,
4190,佐登-KY,"6,862,541,717","69,237,784",98.88,115.93
,JDS,,,,
4737,華廣,"689,843,543","13,335,062",49.85,25.91
,BIONIME,,,,
4746,台耀化學,"34,130,324,462","383,220,566",88.27,438.11
,FRMSL,,,,
6452,康友-KY,"99,501,578,587","248,792,839",410.75,382.76
,Pharmally,,,,
23,油電燃氣類,,,,
,"Oil, Gas and Electricity",,,,
2616,山隆,"1,309,245,470","51,671,734",24.97,44.43
,SLC,,,,
6505,台塑化,"87,159,779,781","944,319,033",92.85,9.92
,FPCC,,,,
8926,台汽電,"2,768,183,499","117,831,973",23.59,20
,TCC,,,,
9908,大台北瓦斯,"613,844,263","26,347,784",23.39,5.11
,GTG,,,,
9918,欣天然,"46,752,068","1,481,388",31.5,0.81
,S.S.N.G.,,,,
9926,新海瓦斯,"143,161,634","3,495,034",40.99,1.97
,S.H.,,,,
9931,欣高,"61,596,785","1,970,591",31.37,1.92
,Hsin Kao,,,,
9937,全國加油站,"1,231,968,604","33,309,771",36.68,10.78
,NPC,,,,
24,半導體業類,,,,
,Semiconductor,,,,
1437,勤益控,"782,000,034","54,811,462",14.08,27.53
,GTM,,,,
2302,麗正,"482,508,032","76,376,235",6.08,45.92
,Rectron,,,,
2303,聯電,"87,195,264,198","7,185,312,037",12.03,56.58
,UMC,,,,
2311,日月光,"154,136,662,574","4,357,554,635",35.77,55.01
,A. S. E.,,,,
2325,矽品,"95,160,220,630","1,899,341,599",48.91,60.95
,Siliconware,,,,
2329,華泰,"7,750,995,913","606,591,218",12.15,75.02
,OSE,,,,
2330,台積電,"1,308,684,662,240","8,007,380,134",166.36,30.85
,TSMC,,,,
2338,光罩,"616,895,760","68,942,380",8.7,27.02
,TMC,,,,
2344,華邦電,"25,583,767,789","2,719,670,171",9.32,75.96
,WEC,,,,
2351,順德,"9,329,445,266","247,309,259",36.25,135.78
,SDI Corporation,,,,
2363,矽統,"2,135,724,913","314,778,602",6.59,51.96
,SiS,,,,
2369,菱生,"4,151,330,166","389,677,273",9.91,102.52
,LPI,,,,
2379,瑞昱,"86,153,971,829","887,135,899",98.43,175.7
,RT,,,,
2388,威盛,"3,199,642,961","254,315,711",11.15,51.56
,VIA,,,,
2401,凌陽,"8,526,210,891","715,871,527",11.61,120.94
,Sunplus,,,,
2408,南亞科,"93,586,628,817","2,271,801,239",40.07,82.65
,NTC,,,,
2434,統懋,"106,213,920","15,436,802",6.82,13.94
,Mospec,,,,
2436,偉詮電,"13,305,656,458","594,797,848",21.7,268.51
,Weltrend,,,,
2441,超豐,"5,256,040,413","139,190,225",37.66,24.47
,GTK,,,,
2449,京元電子,"50,071,580,644","1,814,222,472",27.19,155.93
,KYEC,,,,
2451,創見,"10,868,635,289","117,595,739",91.61,27.32
,Transcend,,,,
2454,聯發科,"401,477,677,247","1,746,597,702",230.85,110.99
,MediaTek,,,,
2458,義隆,"27,656,611,333","726,125,139",36.97,165.61
,Elan,,,,
2481,強茂,"13,218,098,553","779,522,180",15.88,216.17
,Pan Jit,,,,
3006,晶豪科,"19,948,048,453","642,572,787",29.61,229.98
,ESMT,,,,
3014,聯陽,"3,923,499,187","132,093,567",28.87,83.68
,ITE,,,,
3016,嘉晶,"8,930,920,024","416,376,520",19.46,170.69
,PRECISION,,,,
3034,聯詠,"96,731,990,400","832,478,058",115.22,136.81
,NOVATEK,,,,
3035,智原,"18,332,468,370","489,710,086",36.15,197.03
,Faraday,,,,
3041,揚智,"14,487,685,326","671,796,975",18.69,221.76
,Ali,,,,
3054,立萬利,"2,219,409,358","102,159,840",20.29,94.47
,LIWANLI,,,,
3094,聯傑國際,"2,214,312,098","92,496,285",22.98,111.11
,DAVICOM,,,,
3189,景碩,"37,026,060,999","526,988,051",69.95,118.17
,KINSUS,,,,
3257,虹冠電,"1,651,525,440","40,118,875",39.3,64.05
,CMC,,,,
3413,京鼎,"27,331,268,767","303,433,409",83.98,427.12
,Fiti,,,,
3443,創意,"12,115,821,242","153,420,656",75.81,114.49
,GUC,,,,
3474,華亞科,"112,591,842,356","4,159,517,204",28.06,80.26
,Inotera,,,,
3519,綠能,"25,554,112,474","1,238,508,529",19.38,384.81
,GET,,,,
3532,台勝科,"6,420,828,553","136,791,413",35.72,17.63
,FST,,,,
3536,誠創科技,"908,063,800","65,612,480",11.7,67.79
,STI,,,,
3545,敦泰,"28,190,502,047","860,525,759",30.52,292.14
,FocalTech,,,,
3559,全智科技,"3,442,636,719","160,843,578",21.13,133.74
,GS,,,,
3579,尚志,"1,371,597,891","95,245,488",13.42,82.39
,SCSC,,,,
3583,辛耘,"4,130,493,111","58,085,534",67.41,71.6
,Scientech,,,,
3588,通嘉,"3,891,382,560","108,677,532",31.3,230.1
,LD,,,,
3598,奕力科技,"1,644,315,616","32,682,654",49.83,45.41
,ILITEK,,,,
3661,世芯-KY,"5,735,122,752","174,612,960",30.31,284.75
,Alchip,,,,
3686,達能科技,"5,795,542,915","647,732,121",8.19,185.26
,Danen,,,,
4919,新唐科技,"13,778,628,496","389,298,820",34.17,187.58
,NTC,,,,
4952,凌通科技,"9,392,616,377","227,484,881",39.93,209.04
,Generalplus,,,,
4968,立積,"9,092,378,162","136,923,850",66.69,258.4
,Richwave,,,,
5269,祥碩科技,"53,951,519,201","266,660,350",199.34,467.14
,Asmedia,,,,
5285,界霖,"638,435,833","19,841,683",31.02,26.52
,Jih Lin,,,,
5305,敦南,"4,969,265,192","220,190,098",21.94,71.28
,LSC,,,,
5471,松翰,"3,328,772,277","93,776,773",33.75,55.86
,SONIX,,,,
6202,盛群,"5,261,769,133","101,560,501",51.15,44.9
,HOLTEK,,,,
6239,力成,"55,871,549,191","736,129,676",75.91,94.45
,PTI,,,,
6243,迅杰,"3,384,077,025","196,658,424",16.1,261.54
,ENE,,,,
6257,矽格,"5,135,955,069","219,242,206",23.35,60.92
,SIGURD,,,,
6271,同欣電子,"33,442,856,282","328,871,508",100.35,201.88
,THEIL,,,,
6286,立錡科技,"3,399,128,740","17,665,340",192.3,11.89
,Richtek,,,,
6415,矽力-KY,"35,588,292,705","83,210,423",426.31,105.4
,Silergy,,,,
6451,訊芯-KY,"29,987,577,139","249,184,199",106.45,236.3
,ShunSin,,,,
6525,捷敏-KY,"9,949,551,949","166,499,239",57.08,156.11
,GEM,,,,
6531,愛普科技,"4,604,138,209","53,971,703",82.29,76.99
,AP Memory,,,,
8016,矽創,"27,465,243,487","274,283,024",100.27,229.48
,Sitronix,,,,
8081,致新,"12,315,297,910","173,545,132",67.19,201.41
,GMT,,,,
8110,華東科技,"3,789,832,826","362,121,580",9.57,75
,WALTON,,,,
8131,福懋科技,"2,126,193,442","94,879,526",22,21.46
,FATC,,,,
8150,南茂,"4,968,675,328","167,750,648",30.59,18.8
,ChipMOS,,,,
8261,富鼎先進,"582,258,564","23,213,082",23.82,28.46
,APEC,,,,
8271,宇瞻,"9,321,995,003","354,730,147",25.82,278.31
,Apacer,,,,
25,電腦及週邊設備業類,,,,
,Computer and Peripheral Equipment,,,,
2301,光寶科,"60,433,529,831","1,403,972,377",43.1,59.97
,LTC,,,,
2305,全友,"2,507,706,332","282,425,139",7.9,137.32
,MII,,,,
2324,仁寶,"55,458,526,268","2,871,445,987",19.24,64.46
,Compal,,,,
2331,精英,"6,540,858,873","391,346,450",17.08,70.2
,Elitegroup,,,,
2352,佳世達,"24,299,253,350","1,934,167,507",11.92,98.34
,Qisda,,,,
2353,宏碁,"49,655,065,912","3,574,043,804",13.28,115.95
,ACER,,,,
2356,英業達,"75,311,892,376","3,264,594,066",23,91.01
,Inventec,,,,
2357,華碩,"85,905,502,838","313,666,690",274.19,42.23
,Asustek,,,,
2358,廷鑫,"559,861,753","55,900,010",9.28,93.04
,TS,,,,
2362,藍天,"5,414,716,988","185,003,331",28.88,27.07
,CLEVO,,,,
2365,昆盈,"728,871,340","78,101,207",9.19,26.6
,KYE,,,,
2376,技嘉,"13,974,457,135","355,256,001",38.62,56.47
,GIGABYTE,,,,
2377,微星,"125,268,512,208","1,848,718,715",62.88,218.81
,MSI,,,,
2380,虹光,"334,522,286","47,196,284",7,22.46
,Avision,,,,
2382,廣達,"89,023,380,881","1,507,156,332",58.69,39.02
,QCI,,,,
2387,精元,"3,916,876,274","241,068,514",16.31,79.03
,Sunrex,,,,
2395,研華,"46,971,934,550","196,817,691",241.72,31.14
,Advantech,,,,
2397,友通,"8,368,931,040","156,847,990",51.12,136.59
,DFI,,,,
2399,映泰,"768,930,034","86,912,390",8.11,48.78
,Biostar,,,,
2405,浩鑫,"12,473,225,988","1,311,258,238",8.8,376.54
,Shuttle,,,,
2417,圓剛,"1,685,591,753","161,590,099",9.74,83.78
,AVerMedia,,,,
2424,隴華,"31,440,365","1,205,591",26.26,4.02
,Lung Hwa,,,,
2425,承啟,"3,256,010,139","150,674,996",20.96,137.91
,CHAINTECH,,,,
2442,新美齊,"497,633,842","76,818,605",6.13,38.55
,Jean,,,,
2465,麗臺,"540,337,641","56,787,248",9.12,51.84
,Leadtek,,,,
3002,歐格,"177,257,360","17,075,472",10.21,16.74
,Ahoku,,,,
3005,神基,"30,592,392,768","1,006,806,587",27.58,176.42
,MTC,,,,
3013,晟銘電,"5,578,711,179","325,141,549",15.91,188.3
,UNEEC,,,,
3017,奇鋐,"25,035,241,439","935,583,396",25.67,264.81
,AVC,,,,
3022,威強電,"6,930,111,624","164,133,670",41.36,50.01
,IEI,,,,
3046,建碁,"109,173,356","15,813,102",6.99,13.34
,AOpen,,,,
3057,喬鼎,"6,108,329,430","338,668,825",16.29,208.89
,Promise.,,,,
3060,銘異,"14,615,387,775","331,727,366",42.97,190.41
,MIN AIK,,,,
3231,緯創,"69,796,651,088","3,268,810,689",21.43,126.1
,Wistron,,,,
3416,融程電,"1,084,255,053","21,535,974",50.26,35.78
,WinMate,,,,
3494,誠研,"5,845,114,268","371,334,062",13.97,206.92
,HiTi,,,,
3515,華擎,"891,284,409","21,095,991",40.64,18.34
,ASROCK,,,,
3706,神達,"35,862,690,413","1,280,805,964",26.7,161.86
,MHC,,,,
4915,致伸,"43,986,940,597","1,036,100,549",41.85,234.52
,Primax,,,,
4916,事欣科,"17,006,410,759","397,039,383",37.9,584.76
,PARPRO,,,,
4938,和碩,"168,771,870,405","2,278,250,138",74.6,88.05
,Pegatron,,,,
5215,科嘉-KY,"751,177,135","22,418,549",32.93,41.26
,KO JA,,,,
5258,虹堡,"154,458,517","3,564,520",41.95,4.81
,Castles,,,,
5264,鎧勝-KY,"48,476,947,302","391,058,918",125.73,115.12
,Casetek,,,,
6117,迎廣,"75,383,826","5,248,489",14.15,5.91
,IN WIN,,,,
6128,上福,"1,335,566,213","32,499,532",40.28,35.75
,GPI,,,,
6166,凌華,"6,877,913,774","105,599,520",64.99,48.63
,ADLINK,,,,
6206,飛捷,"8,107,064,958","76,342,527",104.99,52.13
,FLYTECH,,,,
6230,超眾,"66,389,716,372","470,198,048",139.85,544.57
,CCI,,,,
6235,華孚科技,"6,589,799,689","390,926,842",14.31,275.7
,Waffer,,,,
6277,宏正,"3,835,244,894","47,663,683",79.16,39.92
,ATEN,,,,
6414,樺漢,"61,961,175,277","144,482,179",433.81,199.52
,ENNOCONN,,,,
8114,振樺電子,"6,997,202,258","40,188,321",169.16,58.1
,POSIFLEX,,,,
8163,達方電子,"5,721,480,236","288,269,597",19.24,96.77
,DARFON,,,,
8210,勤誠興業,"7,623,327,261","147,413,954",50.7,122.72
,CHENBRO,,,,
9912,偉聯科技,"146,500,415","17,745,030",8.14,33.21
,AIC,,,,
26,光電業類,,,,
,Optoelectronic,,,,
2323,中環,"3,399,238,448","931,611,724",3.6,47.41
,CMC,,,,
2340,光磊,"7,322,645,473","584,870,404",12.04,107.19
,OPTO,,,,
2349,錸德,"10,732,864,235","2,822,201,744",3.63,125.8
,RITEK,,,,
2374,佳能,"2,261,330,360","129,946,837",17.68,45.97
,Ability,,,,
2393,億光,"34,100,529,397","668,031,394",49.77,152.85
,Everlight,,,,
2406,國碩,"35,328,209,225","1,319,781,497",25.2,402.26
,Gigastorage,,,,
2409,友達,"178,320,034,232","16,353,646,972",10.66,169.94
,AUO,,,,
2426,鼎元,"4,513,330,754","325,615,550",13.15,114.36
,Tyntek,,,,
2438,翔耀,"179,725,954","13,887,781",12.67,15.17
,Enlight,,,,
2448,晶電,"100,092,287,222","4,168,905,731",23.12,380.39
,Epistar,,,,
2466,冠西電,"835,596,328","24,753,612",33.72,15.84
,Cosmo,,,,
2486,一詮,"803,383,519","88,221,052",8.96,42.99
,I-Chiun,,,,
2489,瑞軒,"24,238,366,688","1,123,689,252",20.61,134.69
,Amtran,,,,
2491,吉祥全,"54,383,442","7,249,875",7.36,11.68
,Infodisc,,,,
2499,東貝,"7,589,864,729","476,801,356",15.92,144.33
,UNI,,,,
3008,大立光,"582,228,352,561","204,722,306","3,065.59",152.61
,LARGAN,,,,
3019,亞洲光學,"8,914,845,779","304,887,754",28.4,108.47
,ASIA,,,,
3024,憶聲,"1,135,695,552","188,156,801",4.6,67.83
,ACN,,,,
3031,佰鴻,"2,586,759,879","238,926,118",9.67,121.48
,BRIGHT,,,,
3038,全台,"4,006,167,218","335,314,393",10.85,167.02
,EDT,,,,
3049,和鑫,"8,502,294,792","1,058,980,850",7.46,143.71
,SINTEK,,,,
3050,鈺德,"2,891,022,004","252,581,482",10.46,177.28
,U-Tech,,,,
3051,力特,"1,184,972,527","244,801,158",4.56,91.6
,Optimax,,,,
3059,華晶科,"12,132,949,482","503,495,442",23.41,184
,Altek,,,,
3149,正達國際,"3,728,950,043","255,601,113",13.57,112.07
,G-TECH,,,,
3356,奇偶科技,"2,479,768,518","43,484,508",59.06,55.64
,GeoVision,,,,
3406,玉晶光,"45,736,145,065","570,373,499",58.78,571.67
,GENIUS,,,,
3437,榮創,"3,759,476,510","146,083,888",24.25,98.89
,AOT,,,,
3454,晶睿,"12,762,908,757","152,299,565",82.08,195.24
,VIVOTEK,,,,
3481,群創光電,"144,381,204,725","13,438,627,498",10.58,135.04
,INX,,,,
3504,揚明光,"2,475,542,445","75,239,534",30.54,65.97
,Young Optics,,,,
3514,昱晶能源,"74,040,891,291","2,870,203,907",24.08,638.4
,GINTECH,,,,
3535,晶彩科,"9,055,421,983","580,062,750",13.97,738.01
,Favite,,,,
3557,嘉威光電,"267,138,005","55,858,692",4.27,49.91
,Gamma,,,,
3561,昇陽光電,"11,210,002,968","626,543,164",17.11,168.75
,SEC,,,,
3573,穎台科技,"961,434,594","36,717,759",26.17,28.97
,ENTIRE,,,,
3576,新日光,"30,688,915,106","1,673,035,044",17.78,169.68
,NSP,,,,
3584,介面光電,"230,614,868","56,992,080",4.02,40.52
,JTOUCH,,,,
3591,艾笛森,"907,657,607","62,732,987",14.27,47.26
,EDISON OPTO,,,,
