103年度股票交易量值統計表,,,,,
1471,首利,"3,074,800,682 ","272,819,091 ",10.23 ,135.41 
,SL,,,,
1582,信錦,"17,359,952,729 ","275,937,550 ",60.22 ,184.14 
,SYNCMOLD,,,,
2059,川湖,"48,856,278,062 ","126,929,499 ",386.10 ,133.42 
,king slide,,,,
2308,台達電,"254,523,617,441 ","1,375,784,484 ",187.21 ,56.46 
,Delta Electronics,,,,
2313,華通,"71,937,396,983 ","3,874,995,285 ",18.16 ,325.14 
,COMPEQ MFG.,,,,
2316,楠梓電,"13,476,904,650 ","870,023,766 ",14.95 ,272.63 
,WUS,,,,
2327,國巨,"44,458,122,943 ","2,144,968,037 ",24.94 ,118.31 
,Yageo,,,,
2328,廣宇,"5,821,839,490 ","266,274,349 ",21.26 ,51.56 
,Pan-International,,,,
2355,敬鵬,"27,234,035,610 ","503,536,876 ",53.32 ,126.69 
,Chin-Poon,,,,
2367,燿華,"12,510,015,326 ","981,648,300 ",12.41 ,172.60 
,Unitech,,,,
2368,金像,"24,276,291,421 ","1,921,791,963 ",10.59 ,340.18 
,GCE,,,,
2375,智寶,"6,005,146,601 ","422,990,968 ",13.48 ,315.58 
,Teapo,,,,
2383,台光電,"25,651,892,862 ","786,571,986 ",31.85 ,251.42 
,EMC,,,,
2392,正崴,"36,039,512,485 ","608,364,517 ",57.62 ,120.72 
,FOXLINK,,,,
2402,毅嘉,"115,615,508,275 ","3,362,851,876 ",32.82 ,"1,007.88 "
,ICHIA,,,,
2413,環科,"5,962,512,697 ","402,936,456 ",13.73 ,316.39 
,UMEC,,,,
2415,錩新,"3,561,947,544 ","190,785,817 ",18.35 ,209.26 
,Cx Tech,,,,
2420,新巨,"18,697,942,099 ","407,403,719 ",44.25 ,266.89 
,Zippy,,,,
2421,建準,"9,881,521,619 ","444,991,005 ",21.05 ,177.33 
,Sunon,,,,
2428,興勤,"6,647,345,085 ","139,961,208 ",46.27 ,110.24 
,TKS,,,,
2431,聯昌,"22,357,017,423 ","901,201,003 ",24.02 ,812.42 
,Lien Chang,,,,
2437,旺詮,"5,828,988,082 ","98,341,332 ",57.47 ,161.85 
,Ralec,,,,
2440,太空梭,"417,671,757 ","37,208,845 ",10.79 ,26.74 
,Space Shuttle,,,,
2443,新利虹,"2,778,894,944 ","246,444,742 ",10.38 ,169.14 
,LEADDATA LTD,,,,
2456,奇力新,"16,464,426,615 ","542,956,144 ",29.12 ,397.21 
,Chilisin,,,,
2457,飛宏,"12,846,126,775 ","621,718,645 ",19.42 ,224.28 
,Phihong,,,,
2460,建通,"980,860,553 ","72,683,065 ",12.94 ,42.35 
,Gem,,,,
2462,良得電,"6,573,396,425 ","204,169,157 ",29.10 ,217.38 
,LINETEK,,,,
2467,志聖,"10,671,703,868 ","391,385,015 ",24.32 ,246.54 
,C Sun,,,,
2472,立隆電,"15,177,940,729 ","419,462,528 ",36.52 ,271.78 
,LEION,,,,
2476,鉅祥,"6,338,086,166 ","256,140,569 ",25.07 ,109.04 
,GS,,,,
2478,大毅,"4,514,260,108 ","221,420,991 ",18.04 ,87.27 
,Ta-I,,,,
2483,百容,"3,608,558,593 ","159,577,873 ",21.17 ,140.81 
,ECE,,,,
2484,希華,"14,665,786,845 ","737,368,909 ",19.64 ,467.97 
,Siward,,,,
2492,華新科,"11,279,604,378 ","1,037,625,027 ",10.50 ,150.55 
,WTC,,,,
2493,揚博,"7,490,777,522 ","265,890,907 ",27.76 ,232.35 
,AMPOC,,,,
3003,健和興,"20,854,600,705 ","462,581,916 ",42.62 ,325.44 
,KST,,,,
3011,今皓,"7,208,169,194 ","578,936,573 ",11.45 ,513.60 
,JH,,,,
3015,全漢,"4,982,604,311 ","162,470,870 ",29.33 ,69.54 
,SPI,,,,
3021,鴻名企業,"2,297,268,633 ","158,973,911 ",13.40 ,146.85 
,WELLTEND,,,,
3023,信邦,"24,865,684,937 ","569,853,918 ",43.14 ,274.41 
,SINBON,,,,
3026,禾伸堂,"6,874,126,058 ","159,613,433 ",42.41 ,71.29 
,HOLY  STONE,,,,
3032,偉訓,"9,137,525,054 ","399,724,826 ",22.68 ,387.01 
,COMPUCASE,,,,
3037,欣興,"68,969,255,848 ","2,742,702,673 ",24.71 ,178.25 
,Unimicron,,,,
3042,晶技,"40,494,476,860 ","986,798,570 ",40.54 ,318.58 
,TXC,,,,
3044,健鼎,"29,936,690,761 ","506,785,327 ",58.58 ,96.41 
,Tripod,,,,
3058,立德,"2,771,131,860 ","187,170,117 ",13.42 ,109.12 
,Leader,,,,
3090,日電貿,"4,136,526,110 ","141,521,416 ",28.50 ,104.89 
,NDB,,,,
3229,晟鈦,"10,262,061,339 ","225,438,778 ",42.84 ,371.92 
,CHEER TIME,,,,
3296,勝德,"1,474,202,489 ","62,511,886 ",22.51 ,55.77 
,POWERTECH,,,,
3308,聯德電子,"1,478,342,258 ","123,953,099 ",10.74 ,124.01 
,BESTEC,,,,
3338,泰碩,"11,869,303,851 ","286,102,811 ",39.42 ,410.19 
,TAISOL,,,,
3376,新日興,"24,645,371,407 ","312,486,654 ",76.46 ,175.60 
,SZS,,,,
3432,台端,"7,849,096,371 ","341,956,849 ",18.37 ,521.07 
,TAI TWUN,,,,
3501,維熹科技,"13,072,911,169 ","224,480,389 ",53.35 ,197.39 
,Well Shin,,,,
3533,嘉澤,"67,170,188,357 ","527,061,344 ",116.79 ,563.83 
,LOTES,,,,
3550,聯穎,"1,709,271,048 ","94,579,089 ",17.15 ,111.26 
,CTC,,,,
3605,宏致電子,"13,010,190,016 ","353,204,800 ",36.69 ,284.53 
,ACES,,,,
3607,谷崧精密,"11,057,461,418 ","205,952,191 ",52.71 ,173.61 
,Coxon,,,,
3645,達邁科技,"11,212,037,311 ","273,727,401 ",38.13 ,240.55 
,TMT,,,,
3653,健策,"48,526,178,587 ","474,638,014 ",90.84 ,444.29 
,JENTECH,,,,
3679,新至陞科技,"941,734,647 ","19,339,656 ",46.58 ,24.04 
,Nishoku,,,,
4958,F-臻鼎,"79,269,516,523 ","925,501,907 ",85.68 ,125.31 
,ZDT,,,,
4999,鑫禾科技,"15,671,732,921 ","240,383,151 ",62.55 ,323.01 
,Sinher,,,,
5469,瀚宇博德,"6,078,134,053 ","489,495,712 ",12.08 ,107.03 
,Board,,,,
6108,競國實業,"4,016,792,100 ","185,015,566 ",21.57 ,115.70 
,APCB INC.,,,,
6115,鎰勝,"2,168,052,703 ","48,395,170 ",43.65 ,27.94 
,I-SHENG,,,,
6133,金橋,"1,800,781,186 ","146,611,087 ",11.11 ,140.34 
,Golden Bridge,,,,
6141,柏承科技,"1,216,615,081 ","95,814,825 ",12.07 ,71.63 
,Plotech,,,,
6153,嘉聯益,"69,527,185,387 ","1,813,067,702 ",38.01 ,558.21 
,Career Tech.,,,,
6155,鈞寶電子,"2,103,002,264 ","71,156,962 ",25.41 ,85.72 
,KC,,,,
6165,捷泰,"2,581,229,942 ","250,689,528 ",9.39 ,263.87 
,JTT,,,,
6191,精成科技,"4,600,077,466 ","423,845,690 ",10.56 ,79.75 
,GBM,,,,
6197,佳必琪,"15,810,246,212 ","467,076,139 ",31.30 ,269.29 
,JPC,,,,
6205,詮欣,"5,858,175,302 ","173,501,151 ",33.49 ,241.52 
,COXOC,,,,
6213,聯茂,"6,819,373,164 ","219,140,040 ",29.76 ,66.14 
,ITEQ,,,,
6224,聚鼎科技,"6,946,796,001 ","92,268,642 ",72.17 ,115.37 
,PTTC.,,,,
6251,定穎電子,"11,202,441,841 ","752,317,750 ",14.11 ,262.98 
,DYNAMIC,,,,
6269,台郡,"83,131,097,218 ","1,021,015,628 ",80.33 ,485.58 
,FLEXIUM,,,,
6282,康舒,"76,532,972,380 ","1,907,745,049 ",38.89 ,366.92 
,AcBel,,,,
6412,群光電能,"7,522,279,347 ","166,023,247 ",44.85 ,46.67 
,Chicony Power,,,,
6422,F-君耀,"558,291,403 ","6,856,331 ",84.58 ,19.64 
,BrightKing,,,,
6449,鈺邦,"987,563,148 ","23,681,218 ",41.91 ,32.36 
,APAQ,,,,
8039,台虹,"47,130,130,330 ","841,217,079 ",53.51 ,412.45 
,TAIFLEX,,,,
8046,南電,"28,722,911,974 ","627,754,583 ",43.62 ,97.15 
,N.P.C.,,,,
8103,瀚荃,"13,436,569,335 ","269,895,189 ",47.72 ,357.74 
,CviLux,,,,
8213,志超,"33,686,043,971 ","758,369,329 ",43.50 ,275.76 
,tpt,,,,
8249,菱光科技,"7,920,588,093 ","318,789,240 ",24.64 ,250.90 
,CSI,,,,
29,電子通路業類,,,,
,Electronic Products Distribution,,,,
2347,聯強,"68,401,810,255 ","1,416,439,458 ",46.96 ,89.19 
,Synnex,,,,
2414,精技,"3,458,661,065 ","203,944,808 ",16.86 ,126.11 
,UTE,,,,
2430,燦坤,"1,907,860,456 ","49,554,038 ",38.00 ,29.61 
,TKE,,,,
2459,敦吉,"7,712,476,035 ","220,622,619 ",33.96 ,160.04 
,Audix,,,,
3010,華立,"6,763,599,039 ","120,860,538 ",55.25 ,52.22 
,Wahlee,,,,
3028,增你強,"1,865,938,120 ","100,912,523 ",18.05 ,47.24 
,Zenitron,,,,
3033,威健,"4,745,188,588 ","193,807,172 ",24.07 ,76.44 
,WEIKENG,,,,
3036,文曄,"20,390,688,689 ","474,980,781 ",43.41 ,137.41 
,Wintech,,,,
3040,遠見,"5,947,489,910 ","198,669,274 ",29.69 ,220.75 
,GV,,,,
3048,益登,"18,849,263,427 ","740,098,169 ",22.46 ,435.44 
,EDOM,,,,
3055,蔚華科,"8,363,775,667 ","403,378,429 ",18.27 ,314.51 
,SPIROX,,,,
3209,全科科技,"7,603,677,432 ","257,761,850 ",28.61 ,259.26 
,ALLTEK,,,,
3312,弘憶股,"940,903,877 ","75,614,827 ",12.31 ,82.15 
,G.M.I,,,,
3315,宣昶,"747,239,210 ","38,945,363 ",18.72 ,55.41 
,MAXTEK,,,,
3702,大聯大,"52,640,998,499 ","1,379,634,205 ",37.56 ,83.32 
,WPG,,,,
5434,崇越,"9,008,473,190 ","151,572,174 ",58.13 ,97.43 
,TOPCO,,,,
6145,勁永,"5,967,804,358 ","354,506,553 ",16.04 ,201.97 
,PQI,,,,
6189,豐藝,"3,766,250,952 ","104,796,190 ",35.86 ,58.52 
,Promate,,,,
6281,全國電,"1,305,119,055 ","21,215,225 ",62.10 ,21.39 
,E-LIFE MALL,,,,
8070,長華電材,"4,937,761,396 ","61,085,355 ",76.41 ,76.91 
,CHANG WAH,,,,
8112,至上,"23,671,473,290 ","1,315,482,659 ",17.36 ,627.28 
,Supreme,,,,
30,資訊服務業類,,,,
,Information Service,,,,
2427,三商電,"2,267,538,429 ","242,123,525 ",8.94 ,127.23 
,MDS,,,,
2453,凌群,"2,950,581,500 ","171,147,880 ",15.74 ,171.14 
,SYSCOM,,,,
2468,華經,"2,626,055,954 ","179,036,408 ",13.71 ,255.90 
,FIS,,,,
2471,資通,"1,769,863,152 ","94,281,677 ",17.21 ,199.51 
,ARES,,,,
2480,敦陽科,"4,561,856,633 ","146,708,559 ",29.51 ,110.35 
,Stark,,,,
3029,零壹,"3,528,253,526 ","186,304,205 ",17.08 ,196.64 
,ZERO ONE,,,,
3130,一零四,"1,762,368,353 ","12,233,437 ",122.24 ,37.07 
,104 CORPORATION,,,,
4994,傳奇,"18,374,193,487 ","98,248,016 ",170.49 ,129.05 
,X-LEGEND,,,,
5203,訊連,"6,827,998,104 ","73,780,377 ",91.56 ,73.68 
,CyberLink,,,,
6112,聚碩,"3,121,557,063 ","87,110,143 ",35.27 ,101.26 
,SYSAGE,,,,
6183,關貿網路,"1,449,741,151 ","50,637,636 ",27.76 ,33.76 
,TRADE-VAN,,,,
6214,精誠,"35,837,413,827 ","590,278,522 ",58.76 ,223.14 
,SYSTEX,,,,
31,其他電子業類,,,,
,Other Electronic,,,,
2312,金寶,"38,416,159,466 ","2,849,395,675 ",13.07 ,195.39 
,Kinpo Electronics,,,,
2317,鴻海,"761,158,673,963 ","8,173,169,028 ",93.33 ,59.11 
,Hon Hai,,,,
2354,鴻準,"101,279,952,749 ","1,305,658,289 ",74.99 ,97.01 
,FoxconnTechnology,,,,
2359,所羅門,"5,962,597,847 ","308,656,614 ",18.50 ,172.17 
,Solomon,,,,
2360,致茂,"38,584,062,600 ","493,772,941 ",78.26 ,131.04 
,Chroma,,,,
2373,震旦行,"3,744,288,931 ","68,304,192 ",54.77 ,20.23 
,Aurora,,,,
2390,云辰,"66,160,885,557 ","1,749,394,574 ",35.11 ,812.52 
,Everspring,,,,
2404,漢唐,"8,101,277,156 ","229,421,877 ",32.99 ,96.31 
,UIS,,,,
2423,固緯,"2,495,316,073 ","115,277,241 ",20.06 ,89.83 
,GW,,,,
2433,互盛電,"2,939,359,184 ","62,608,018 ",45.41 ,43.31 
,ASC,,,,
2461,光群雷,"8,988,617,778 ","501,271,609 ",17.06 ,300.35 
,K Laser,,,,
2464,盟立,"9,043,904,048 ","301,496,435 ",28.67 ,165.14 
,Mirle,,,,
2474,可成,"449,074,007,724 ","1,770,166,072 ",254.87 ,234.97 
,Catcher,,,,
2477,美隆電,"3,323,400,505 ","172,361,181 ",16.74 ,72.16 
,Meiloon,,,,
2482,連宇,"6,466,525,840 ","317,063,155 ",16.44 ,510.79 
,UIC,,,,
2488,漢平,"9,226,568,450 ","293,424,931 ",27.45 ,366.77 
,Hanpin,,,,
2495,普安,"4,864,481,359 ","243,681,942 ",18.66 ,86.15 
,Infortrend,,,,
2497,怡利電,"28,959,719,230 ","410,646,829 ",67.79 ,345.67 
,E-LEAD,,,,
3018,同開,"4,928,606,042 ","213,234,450 ",20.39 ,453.63 
,TUNG KAI,,,,
3030,德律,"19,078,339,237 ","376,491,686 ",49.77 ,159.38 
,TRI,,,,
3305,昇貿科技,"4,330,820,102 ","110,450,200 ",36.70 ,92.14 
,SHENMAO,,,,
3450,聯鈞,"80,379,010,849 ","738,561,688 ",107.90 ,963.66 
,ELASER,,,,
3518,柏騰,"11,699,819,105 ","178,796,481 ",62.60 ,210.16 
,PT TECH.,,,,
3617,碩天,"2,899,867,453 ","39,623,632 ",68.12 ,49.87 
,CyberPower,,,,
3665,F-貿聯,"90,969,179,168 ","642,457,704 ",135.36 ,781.26 
,BHI,,,,
5225,F-東科,"8,733,597,387 ","126,613,762 ",64.29 ,208.41 
,KYET,,,,
6139,亞翔,"963,434,043 ","36,067,713 ",26.31 ,19.17 
,L & K,,,,
6192,巨路,"6,136,366,083 ","84,060,879 ",71.02 ,70.80 
,LUMAX,,,,
6196,帆宣,"13,461,337,666 ","579,869,671 ",22.53 ,351.30 
,MIC,,,,
6201,亞弘電,"252,142,451 ","10,121,267 ",24.46 ,11.35 
,YAHORNG,,,,
6215,和椿,"13,717,210,785 ","591,721,280 ",20.11 ,714.72 
,Aurotek,,,,
6409,旭隼,"16,833,329,546 ","73,065,997 ",238.25 ,106.09 
,VOLTRONIC,,,,
8021,尖點,"19,684,594,133 ","700,379,364 ",26.75 ,442.87 
,Topoint,,,,
8201,無敵科技,"623,037,514 ","44,524,200 ",13.13 ,49.99 
,BESTA,,,,
20,其他類,,,,
,Others,,,,
1262,F-綠悅,"20,004,496,929 ","105,771,939 ",185.70 ,75.93 
,Green Seal,,,,
1435,中福國際,"519,371,463 ","76,741,432 ",6.33 ,54.92 
,C.F.CORP.,,,,
2062,橋椿金屬,"26,221,433,117 ","417,464,434 ",61.50 ,256.10 
,SSM,,,,
2514,龍邦國際,"4,480,407,517 ","229,714,269 ",19.54 ,40.80 
,LONG BON,,,,
2904,匯僑,"1,090,872,653 ","39,897,675 ",26.61 ,57.80 
,POC,,,,
4536,拓凱,"6,627,697,279 ","42,893,102 ",148.09 ,47.24 
,TOPKEY,,,,
5871,F-中租,"103,783,512,327 ","1,365,805,034 ",75.64 ,130.94 
,Chailease,,,,
6184,大豐電,"1,228,402,085 ","23,854,347 ",51.34 ,27.46 
,DAH FUNG CATV,,,,
6504,南六,"13,795,074,314 ","89,456,158 ",151.74 ,123.21 
,NAN LIU,,,,
8033,雷虎,"3,986,711,281 ","252,500,311 ",14.68 ,251.30 
,TT,,,,
8404,F-百和,"4,143,575,382 ","181,766,332 ",20.38 ,81.38 
,PAIHO SHIH,,,,
8411,F-福貞,"6,440,352,453 ","93,455,902 ",59.69 ,75.18 
,KINGCAN,,,,
8422,可寧衛,"11,568,774,260 ","68,802,373 ",166.63 ,63.17 
,Cleanaway,,,,
8427,F-基勝,"1,224,725,256 ","23,021,564 ",51.30 ,21.34 
,KEYSHEEN,,,,
9802,F-鈺齊,"6,909,734,079 ","165,149,177 ",39.88 ,135.49 
,Fulgent Sun,,,,
9902,台火開發,"871,518,373 ","52,111,130 ",16.04 ,53.15 
,Tidehold,,,,
9904,寶成工業,"63,804,052,076 ","1,738,526,743 ",36.44 ,59.05 
,Pou Chen,,,,
9905,大華金屬,"2,557,556,007 ","71,486,652 ",34.83 ,23.42 
,GCM,,,,
9906,欣巴巴,"1,997,412,770 ","54,387,484 ",34.52 ,77.70 
,HSIN BA BA,,,,
9907,統一實業,"26,515,280,013 ","1,034,037,421 ",26.29 ,65.47 
,Ton Yi,,,,
9910,豐泰企業,"14,926,759,301 ","185,256,619 ",82.32 ,32.91 
,FT,,,,
9911,台灣櫻花,"4,477,082,303 ","205,308,057 ",21.48 ,74.29 
,Taiwan Sakura,,,,
9914,美利達,"49,329,108,555 ","238,844,352 ",207.24 ,82.48 
,MIC,,,,
9917,中保,"9,581,820,657 ","119,257,240 ",79.39 ,26.57 
,Taiwan Secom,,,,
9919,康那香,"2,431,345,288 ","160,267,432 ",14.60 ,81.30 
,KNH,,,,
9921,巨大機械,"29,367,779,179 ","127,033,367 ",233.24 ,33.85 
,Giant Mfg.,,,,
9924,臺灣福興,"1,965,017,891 ","62,504,895 ",30.68 ,33.17 
,Taiwan Fu Hsing,,,,
9925,新保,"3,129,677,827 ","77,095,727 ",40.29939516,20.22
,SKS,,,,
9927,泰銘,"3,370,024,064 ","91,354,031 ",35.44 ,43.67 
,TMI,,,,
9928,中國電視,"454,328,754 ","29,876,918 ",15.13 ,22.51 
,CTV,,,,
9930,中聯資源,"1,790,445,362 ","25,784,576 ",70.13 ,11.41 
,CHC,,,,
9933,中鼎,"17,727,417,493 ","366,645,147 ",48.93 ,48.95 
,CTCI Corp.,,,,
9934,成霖,"6,752,007,378 ","334,123,746 ",18.26 ,101.43 
,Globo,,,,
9935,慶豐富,"3,416,750,033 ","346,463,586 ",8.74 ,291.11 
,Ching Feng,,,,
9938,百和,"31,269,658,277 ","798,538,723 ",39.02 ,267.99 
,Taiwan Paiho,,,,
9939,宏全,"21,042,453,887 ","348,491,659 ",58.94 ,134.14 
,Hon Chuan,,,,
9940,信義,"5,833,908,327 ","127,135,789 ",44.51 ,23.11 
,Sinyi Realty,,,,
9941,裕融,"11,813,206,031 ","150,263,171 ",77.80 ,60.22 
,TAC,,,,
9942,茂順,"8,465,647,153 ","69,259,499 ",119.04 ,83.27 
,MAO SHUN,,,,
9944,新麗,"11,342,116,165 ","237,132,668 ",46.45 ,234.38 
,Shinih,,,,
9945,潤泰新,"53,315,145,327 ","1,018,302,351 ",51.96 ,85.42 
,RUENTEX DEVELOP,,,,
9955,佳龍,"611,796,972 ","28,914,876 ",20.47 ,28.00 
,SDTI,,,,
,全額交割股票,"73,293,512,848 ","8,725,461,839 ",-,-
,Stocks Requiring Full Delivery,,,,
1449,佳和實業,"74,765,925 ","44,653,235 ",1.84 ,24.97 
,CHIA HER,,,,
1456,怡華,"106,972,627 ","11,340,388 ",8.83 ,9.45 
,I-HWA,,,,
1516,川飛,"14,458,525 ","1,122,452 ",12.40 ,5.77 
,FALCON,,,,
1529,樂士,"123,716,089 ","35,616,745 ",3.41 ,22.29 
,LUXE,,,,
2321,東訊,"86,606,571 ","25,309,882 ",3.21 ,8.52 
,Tecom,,,,
2348,海悅,"17,301,076 ","321,751 ",53.25 ,1.83 
,Hiyes,,,,
2361,鴻友,"23,527,715 ","10,722,291 ",2.11 ,14.80 
,Mustek,,,,
2364,倫飛,"2,582,863,922 ","465,514,677 ",4.65 ,244.82 
,Twinhead,,,,
2384,勝華,"56,661,826,858 ","6,129,633,775 ",9.19 ,309.35 
,Wintek Corp.,,,,
2388,威盛,"7,033,432,033 ","307,043,386 ",21.29 ,62.24 
,VIA,,,,
2429,銘旺科,"25,636,918 ","1,378,429 ",18.57 ,3.75 
,PWT,,,,
2438,英誌,"146,765,395 ","20,084,791 ",6.91 ,40.02 
,Enlight,,,,
2475,華映,"1,737,376,263 ","981,056,224 ",1.72 ,15.15 
,CPT,,,,
2496,卓越成功,"25,390,735 ","3,498,681 ",6.84 ,9.70 
,SPC,,,,
3043,科風,"425,736,115 ","64,783,425 ",5.61 ,33.23 
,PCM,,,,
3051,力特,"582,872,824 ","97,284,651 ",5.66 ,36.41 
,Optimax,,,,
3536,誠創科技,"1,345,272,614 ","141,054,672 ",7.96 ,121.71 
,STI,,,,
3701,大眾控,"10,740,369 ","1,290,349 ",8.64 ,1.06 
,FICG,,,,
6172,互億,"54,258,358 ","7,789,630 ",6.78 ,16.70 
,Billionton,,,,
6225,天瀚,"182,206,089 ","25,847,953 ",6.29 ,51.17 
,AIPTEK,,,,
6289,華上,"1,213,918,873 ","265,808,976 ",3.25 ,98.73 
,AOC,,,,
9929,秋雨創新,"817,866,954 ","84,305,476 ",9.45 ,56.52 
,CHOICE,,,,
